State,Region,Sector,Energy_Source,Month,Year,Total_Consumption_GWh,Renewable,Import_Export,Quantity_GWh
Madhya Pradesh,West,Industrial,Coal,3,2023,499,Yes,Import,726
Uttar Pradesh,North,Transport,Nuclear,11,2023,1875,Yes,Import,907
West Bengal,North,Industrial,Hydro,10,2024,4496,No,Import,941
Uttar Pradesh,South,Industrial,Natural Gas,6,2023,4744,No,Import,998
Rajasthan,North,Transport,Nuclear,5,2024,4856,No,Export,905
Delhi,South,Commercial,Solar,4,2023,919,No,Export,916
Andhra Pradesh,Central,Residential,Nuclear,8,2024,3614,Yes,Import,717
Tamil Nadu,South,Commercial,Wind,2,2024,3709,No,Import,461
Gujarat,North,Agriculture,Biomass,12,2024,3652,Yes,Import,765
West Bengal,Central,Agriculture,Coal,11,2023,442,No,Export,841
Karnataka,North,Agriculture,Natural Gas,7,2023,891,No,Export,10
Karnataka,South,Transport,Wind,4,2024,2498,No,Export,610
Karnataka,East,Industrial,Natural Gas,2,2023,2841,Yes,Export,291
Tamil Nadu,West,Commercial,Oil,7,2023,3003,No,Export,660
Karnataka,North,Residential,Biomass,1,2024,1408,No,Export,608
Maharashtra,South,Agriculture,Wind,4,2023,1040,Yes,Import,523
West Bengal,Central,Commercial,Natural Gas,9,2024,1088,No,Export,988
Maharashtra,North,Agriculture,Solar,4,2023,77,No,Import,870
Delhi,North,Agriculture,Coal,12,2023,437,No,Import,689
West Bengal,West,Residential,Wind,3,2024,882,No,Export,128
Maharashtra,South,Transport,Solar,10,2024,299,Yes,Export,909
West Bengal,East,Industrial,Coal,10,2024,2077,No,Export,514
Delhi,Central,Transport,Hydro,2,2024,1578,No,Export,89
Madhya Pradesh,South,Commercial,Solar,3,2023,4243,Yes,Export,632
Tamil Nadu,Central,Transport,Nuclear,1,2023,1888,Yes,Export,686
Tamil Nadu,North,Commercial,Natural Gas,10,2023,1410,Yes,Export,903
Karnataka,West,Commercial,Oil,8,2024,3159,Yes,Export,966
Uttar Pradesh,West,Industrial,Coal,1,2023,1373,No,Import,228
Karnataka,East,Residential,Wind,3,2023,2276,No,Import,526
Rajasthan,West,Industrial,Biomass,3,2023,3730,No,Export,920
Maharashtra,North,Transport,Wind,2,2024,941,Yes,Import,736
West Bengal,East,Commercial,Nuclear,5,2024,1355,No,Export,716
Uttar Pradesh,South,Agriculture,Natural Gas,10,2023,4598,No,Import,475
Delhi,West,Agriculture,Nuclear,3,2023,4242,No,Import,803
Rajasthan,East,Commercial,Wind,3,2024,311,No,Export,527
Delhi,North,Industrial,Oil,8,2024,2390,No,Export,900
Tamil Nadu,Central,Residential,Natural Gas,4,2024,1843,No,Export,821
Tamil Nadu,Central,Industrial,Biomass,4,2024,2346,Yes,Import,511
Karnataka,North,Commercial,Coal,3,2023,2342,No,Import,67
Maharashtra,North,Commercial,Natural Gas,11,2024,2220,No,Export,346
Uttar Pradesh,Central,Residential,Solar,1,2023,374,No,Import,519
Andhra Pradesh,East,Transport,Natural Gas,8,2024,1035,No,Export,823
Rajasthan,Central,Transport,Nuclear,1,2023,4832,Yes,Import,623
Rajasthan,North,Residential,Nuclear,7,2023,3902,No,Export,435
Karnataka,West,Transport,Nuclear,5,2024,1789,No,Import,569
Tamil Nadu,South,Agriculture,Biomass,4,2023,1910,No,Export,379
Karnataka,West,Transport,Natural Gas,4,2023,3187,Yes,Export,420
West Bengal,West,Transport,Oil,8,2023,3948,No,Export,797
Uttar Pradesh,North,Transport,Oil,11,2024,885,No,Import,975
Maharashtra,Central,Agriculture,Natural Gas,11,2024,4204,No,Export,892
Madhya Pradesh,East,Transport,Oil,6,2024,2828,Yes,Import,684
Gujarat,West,Agriculture,Hydro,12,2023,1446,Yes,Export,853
Gujarat,Central,Residential,Biomass,1,2023,1726,No,Export,441
Karnataka,East,Industrial,Coal,10,2023,4381,Yes,Export,972
West Bengal,West,Residential,Coal,8,2023,4363,No,Import,205
Uttar Pradesh,East,Industrial,Coal,2,2024,1887,No,Import,386
Andhra Pradesh,Central,Residential,Coal,6,2023,3771,No,Import,957
Gujarat,South,Industrial,Coal,9,2023,3722,No,Export,374
Uttar Pradesh,Central,Industrial,Oil,1,2023,3072,Yes,Import,845
Maharashtra,North,Commercial,Wind,6,2024,4734,No,Export,653
Delhi,East,Industrial,Nuclear,8,2023,1721,No,Export,944
West Bengal,South,Industrial,Biomass,10,2024,966,No,Export,414
Tamil Nadu,East,Commercial,Wind,2,2024,967,No,Export,501
Uttar Pradesh,East,Transport,Biomass,5,2023,1183,No,Export,75
Maharashtra,West,Transport,Hydro,6,2023,1886,Yes,Import,921
Andhra Pradesh,North,Commercial,Natural Gas,5,2023,2188,No,Import,400
Madhya Pradesh,East,Agriculture,Solar,3,2023,4057,No,Export,92
Tamil Nadu,Central,Industrial,Nuclear,4,2024,1955,No,Export,490
Madhya Pradesh,Central,Industrial,Hydro,7,2024,4039,No,Import,786
Andhra Pradesh,West,Commercial,Wind,4,2024,3535,Yes,Export,238
Maharashtra,North,Commercial,Solar,9,2024,4847,No,Export,794
Gujarat,North,Agriculture,Natural Gas,11,2024,2170,No,Export,740
Madhya Pradesh,Central,Transport,Hydro,12,2024,2782,Yes,Export,234
Tamil Nadu,South,Residential,Natural Gas,10,2024,2819,No,Import,122
Karnataka,West,Transport,Natural Gas,2,2024,1371,Yes,Export,661
Rajasthan,West,Industrial,Oil,5,2024,3766,No,Import,194
Uttar Pradesh,Central,Commercial,Biomass,8,2024,3404,Yes,Import,521
Gujarat,Central,Agriculture,Solar,5,2023,1578,No,Import,182
Madhya Pradesh,South,Transport,Biomass,10,2023,4793,Yes,Import,897
Delhi,South,Agriculture,Natural Gas,12,2023,809,No,Export,532
Uttar Pradesh,North,Transport,Oil,8,2024,3462,No,Export,918
Karnataka,West,Industrial,Hydro,8,2023,1407,Yes,Export,680
Andhra Pradesh,West,Residential,Natural Gas,9,2024,2240,No,Import,214
Rajasthan,Central,Agriculture,Wind,10,2024,3531,Yes,Import,751
Maharashtra,North,Agriculture,Natural Gas,6,2023,998,No,Import,547
Karnataka,West,Residential,Biomass,12,2024,2129,No,Export,328
Karnataka,North,Agriculture,Solar,4,2023,1816,No,Export,168
Andhra Pradesh,North,Agriculture,Hydro,12,2024,77,No,Export,287
West Bengal,Central,Transport,Biomass,11,2024,2520,Yes,Import,911
Andhra Pradesh,North,Transport,Natural Gas,3,2023,2588,Yes,Import,157
West Bengal,South,Residential,Wind,12,2023,209,No,Export,990
West Bengal,South,Industrial,Nuclear,5,2023,2942,Yes,Import,787
Gujarat,East,Agriculture,Oil,6,2023,4163,No,Import,92
Gujarat,Central,Industrial,Wind,3,2023,3772,Yes,Export,428
Tamil Nadu,East,Residential,Natural Gas,2,2023,3781,No,Import,547
Madhya Pradesh,South,Residential,Wind,7,2024,2521,Yes,Import,592
Madhya Pradesh,East,Transport,Oil,11,2024,4900,No,Export,558
Maharashtra,Central,Agriculture,Nuclear,5,2024,1620,Yes,Import,401
Madhya Pradesh,Central,Commercial,Wind,9,2024,886,Yes,Import,142
Gujarat,North,Residential,Nuclear,3,2023,3988,No,Import,949
Tamil Nadu,West,Agriculture,Natural Gas,8,2024,2336,Yes,Import,647
Tamil Nadu,North,Industrial,Nuclear,6,2024,3455,No,Export,636
West Bengal,Central,Transport,Biomass,4,2023,2720,No,Export,613
Andhra Pradesh,South,Industrial,Biomass,12,2024,4162,Yes,Import,251
Maharashtra,South,Residential,Nuclear,12,2023,4797,No,Export,460
West Bengal,North,Residential,Hydro,9,2023,4405,No,Export,209
Andhra Pradesh,Central,Industrial,Solar,5,2023,1677,No,Export,728
Madhya Pradesh,South,Residential,Hydro,10,2024,1916,No,Import,126
West Bengal,Central,Agriculture,Nuclear,6,2023,254,No,Import,228
Uttar Pradesh,South,Residential,Solar,9,2024,3629,Yes,Export,314
Madhya Pradesh,Central,Transport,Biomass,7,2024,3224,Yes,Export,252
Andhra Pradesh,East,Agriculture,Solar,12,2024,841,No,Export,301
Maharashtra,Central,Commercial,Nuclear,5,2023,4142,No,Export,985
Andhra Pradesh,Central,Residential,Biomass,2,2023,3797,Yes,Import,803
West Bengal,North,Residential,Solar,4,2023,1155,No,Export,310
West Bengal,East,Transport,Solar,2,2024,1140,No,Import,838
Karnataka,West,Transport,Hydro,3,2024,1657,Yes,Import,693
Maharashtra,North,Industrial,Solar,10,2023,1889,Yes,Import,397
Delhi,West,Industrial,Natural Gas,12,2024,3447,No,Import,597
Madhya Pradesh,South,Industrial,Nuclear,3,2023,116,Yes,Import,218
Tamil Nadu,West,Transport,Coal,4,2023,4829,Yes,Import,323
Maharashtra,Central,Industrial,Coal,6,2024,1328,Yes,Import,626
Tamil Nadu,West,Industrial,Coal,12,2024,4208,No,Export,35
Maharashtra,North,Commercial,Nuclear,3,2023,863,No,Import,872
Maharashtra,North,Industrial,Coal,10,2024,452,Yes,Export,88
Andhra Pradesh,West,Residential,Hydro,1,2023,2052,Yes,Export,137
Maharashtra,North,Transport,Nuclear,1,2023,4216,No,Export,422
Karnataka,North,Agriculture,Natural Gas,9,2024,2975,No,Export,146
Delhi,West,Commercial,Biomass,9,2023,3043,No,Export,343
West Bengal,East,Transport,Natural Gas,5,2024,1136,No,Import,557
Rajasthan,East,Transport,Nuclear,9,2023,4390,No,Import,397
Tamil Nadu,South,Residential,Nuclear,11,2024,2616,Yes,Export,580
West Bengal,North,Industrial,Solar,7,2024,4538,No,Export,239
Rajasthan,West,Residential,Solar,9,2023,821,No,Export,430
Delhi,North,Industrial,Solar,12,2024,3722,No,Import,133
Delhi,Central,Industrial,Oil,7,2024,3298,No,Export,97
Tamil Nadu,North,Transport,Oil,9,2023,1719,Yes,Import,858
Tamil Nadu,North,Industrial,Wind,2,2024,1606,Yes,Import,150
Delhi,East,Commercial,Oil,11,2023,3008,No,Export,925
Rajasthan,West,Commercial,Hydro,11,2024,1201,No,Import,794
Maharashtra,North,Commercial,Nuclear,8,2023,1267,No,Import,60
Madhya Pradesh,East,Transport,Natural Gas,7,2023,2281,No,Import,996
Uttar Pradesh,South,Residential,Nuclear,6,2023,4392,Yes,Export,576
West Bengal,East,Agriculture,Solar,5,2023,3994,Yes,Export,938
Andhra Pradesh,East,Industrial,Nuclear,4,2024,2092,No,Export,414
West Bengal,East,Agriculture,Biomass,7,2023,755,Yes,Export,346
Andhra Pradesh,North,Residential,Oil,3,2024,2719,No,Export,671
Rajasthan,North,Residential,Nuclear,8,2023,2163,Yes,Export,674
Andhra Pradesh,South,Transport,Natural Gas,2,2024,3027,No,Export,972
Tamil Nadu,Central,Commercial,Coal,1,2023,4399,No,Export,740
Madhya Pradesh,Central,Commercial,Biomass,11,2024,4428,No,Import,740
Madhya Pradesh,Central,Residential,Biomass,2,2024,472,Yes,Export,375
Tamil Nadu,South,Transport,Nuclear,9,2023,2071,No,Import,917
Karnataka,Central,Transport,Wind,5,2023,3843,No,Import,920
Rajasthan,Central,Industrial,Solar,11,2023,4181,No,Export,989
Karnataka,East,Commercial,Hydro,8,2024,580,Yes,Import,863
Karnataka,North,Residential,Hydro,3,2024,140,Yes,Import,267
West Bengal,North,Agriculture,Coal,7,2024,3422,Yes,Export,397
Delhi,East,Commercial,Hydro,2,2024,1992,Yes,Import,54
West Bengal,East,Industrial,Hydro,8,2023,3855,No,Export,278
Delhi,East,Transport,Solar,7,2023,1290,No,Import,320
Uttar Pradesh,North,Residential,Oil,12,2023,1808,Yes,Import,681
Andhra Pradesh,Central,Commercial,Solar,5,2023,147,Yes,Export,287
Delhi,East,Agriculture,Wind,12,2024,1529,Yes,Import,866
Tamil Nadu,South,Industrial,Natural Gas,11,2024,4676,No,Import,484
West Bengal,East,Industrial,Coal,4,2023,1882,No,Export,576
Rajasthan,West,Commercial,Hydro,1,2024,2635,No,Export,154
Andhra Pradesh,East,Agriculture,Wind,5,2023,3697,No,Import,975
Uttar Pradesh,North,Industrial,Coal,12,2024,129,No,Import,244
Delhi,East,Residential,Biomass,9,2024,4759,Yes,Export,700
Uttar Pradesh,West,Industrial,Hydro,10,2024,2273,Yes,Import,729
Rajasthan,South,Agriculture,Hydro,4,2024,2619,No,Export,145
Karnataka,Central,Transport,Solar,9,2024,1822,No,Export,454
Madhya Pradesh,East,Transport,Nuclear,12,2024,4568,Yes,Export,362
Rajasthan,West,Commercial,Coal,2,2023,1173,Yes,Import,403
Gujarat,West,Agriculture,Hydro,4,2024,3861,Yes,Import,284
Rajasthan,South,Industrial,Oil,9,2023,3524,No,Import,393
Uttar Pradesh,North,Industrial,Coal,4,2023,2673,No,Export,919
Tamil Nadu,East,Transport,Natural Gas,5,2023,1453,No,Import,332
West Bengal,West,Transport,Oil,11,2023,2628,Yes,Export,192
Tamil Nadu,South,Residential,Wind,8,2023,381,Yes,Import,582
Uttar Pradesh,Central,Transport,Oil,1,2023,4798,Yes,Export,449
West Bengal,West,Residential,Wind,1,2024,3658,No,Export,72
Gujarat,South,Industrial,Nuclear,9,2024,789,No,Import,882
Madhya Pradesh,North,Residential,Hydro,9,2024,4656,No,Export,736
Andhra Pradesh,North,Residential,Oil,4,2023,91,Yes,Import,881
Uttar Pradesh,West,Commercial,Natural Gas,2,2023,3928,No,Import,660
Delhi,West,Transport,Solar,9,2023,1999,No,Import,952
Uttar Pradesh,East,Residential,Hydro,4,2024,3510,No,Import,655
Uttar Pradesh,South,Industrial,Coal,6,2024,2178,No,Import,43
West Bengal,West,Agriculture,Biomass,12,2024,4547,No,Export,714
Maharashtra,East,Residential,Wind,1,2023,2204,No,Import,876
Rajasthan,East,Transport,Coal,12,2023,1287,Yes,Export,994
Maharashtra,West,Commercial,Nuclear,9,2023,1816,Yes,Import,841
Gujarat,North,Industrial,Wind,5,2024,1891,Yes,Export,486
Delhi,South,Commercial,Solar,3,2023,555,No,Export,96
Madhya Pradesh,South,Agriculture,Wind,4,2023,1891,No,Import,219
Karnataka,North,Residential,Biomass,1,2023,4865,Yes,Export,471
Gujarat,West,Residential,Oil,9,2023,1444,No,Import,90
Karnataka,South,Transport,Natural Gas,8,2024,306,No,Import,331
Karnataka,West,Residential,Oil,4,2024,1770,No,Import,424
Madhya Pradesh,West,Industrial,Hydro,2,2023,1121,No,Export,860
Tamil Nadu,East,Agriculture,Biomass,9,2023,1672,No,Export,199
Maharashtra,North,Commercial,Natural Gas,4,2024,2116,Yes,Export,959
Uttar Pradesh,West,Agriculture,Biomass,9,2024,1119,Yes,Export,869
Andhra Pradesh,Central,Residential,Hydro,10,2023,500,No,Import,242
Karnataka,North,Commercial,Wind,3,2024,947,Yes,Import,401
Delhi,South,Transport,Nuclear,7,2024,4886,Yes,Export,947
Gujarat,East,Agriculture,Hydro,7,2023,3778,No,Export,178
Tamil Nadu,South,Commercial,Hydro,10,2024,131,No,Import,452
Karnataka,South,Commercial,Natural Gas,4,2024,786,No,Export,772
Tamil Nadu,North,Commercial,Solar,2,2024,4224,Yes,Import,177
Tamil Nadu,South,Industrial,Oil,11,2024,3994,No,Export,240
Karnataka,West,Agriculture,Wind,9,2023,2257,Yes,Export,159
West Bengal,South,Commercial,Hydro,4,2024,3998,Yes,Export,673
Rajasthan,East,Agriculture,Nuclear,8,2024,2052,No,Import,559
Delhi,East,Commercial,Coal,2,2023,1741,Yes,Import,395
Uttar Pradesh,Central,Transport,Wind,8,2024,1229,Yes,Export,390
Uttar Pradesh,East,Transport,Solar,11,2023,2985,No,Export,818
Delhi,South,Transport,Biomass,10,2023,2565,Yes,Export,284
West Bengal,East,Residential,Hydro,5,2024,4998,No,Export,626
Uttar Pradesh,North,Commercial,Nuclear,7,2024,511,No,Export,907
Tamil Nadu,East,Residential,Wind,7,2024,2951,No,Export,869
Madhya Pradesh,West,Agriculture,Nuclear,12,2024,166,Yes,Export,873
Gujarat,North,Residential,Nuclear,9,2024,1704,No,Export,71
Maharashtra,Central,Agriculture,Oil,3,2023,4611,Yes,Import,476
Uttar Pradesh,West,Agriculture,Natural Gas,10,2024,1848,No,Import,537
Delhi,South,Agriculture,Biomass,4,2023,709,Yes,Import,871
Madhya Pradesh,South,Residential,Solar,10,2024,3287,Yes,Import,159
Karnataka,South,Commercial,Oil,4,2023,2172,No,Export,151
Rajasthan,West,Residential,Wind,10,2024,3869,Yes,Import,125
Delhi,West,Commercial,Hydro,5,2024,3393,Yes,Import,833
Tamil Nadu,West,Commercial,Solar,6,2024,2600,Yes,Export,74
Rajasthan,North,Agriculture,Hydro,3,2024,4940,No,Import,438
Gujarat,North,Residential,Coal,4,2024,1636,Yes,Import,319
Gujarat,South,Commercial,Nuclear,3,2023,4732,No,Import,715
West Bengal,East,Transport,Coal,2,2024,2797,Yes,Import,863
Andhra Pradesh,South,Commercial,Natural Gas,10,2024,684,No,Import,439
West Bengal,Central,Transport,Nuclear,12,2024,2932,No,Export,170
Madhya Pradesh,North,Residential,Biomass,9,2023,2861,No,Export,984
Rajasthan,West,Residential,Solar,1,2024,4503,No,Export,315
Andhra Pradesh,North,Residential,Hydro,2,2023,4065,Yes,Import,370
Karnataka,West,Commercial,Oil,8,2024,2789,Yes,Import,287
Tamil Nadu,Central,Industrial,Natural Gas,7,2023,1934,Yes,Import,305
Rajasthan,Central,Commercial,Biomass,12,2024,1568,No,Export,560
West Bengal,North,Commercial,Hydro,1,2024,671,No,Import,882
Maharashtra,West,Agriculture,Solar,5,2023,4627,No,Import,178
Andhra Pradesh,Central,Agriculture,Wind,10,2024,1587,Yes,Import,468
Andhra Pradesh,South,Commercial,Natural Gas,6,2023,2387,No,Import,589
Tamil Nadu,South,Transport,Coal,5,2024,2044,No,Export,16
Uttar Pradesh,West,Agriculture,Coal,4,2024,2120,No,Export,606
Gujarat,North,Commercial,Oil,1,2023,4951,No,Import,720
Gujarat,Central,Industrial,Hydro,7,2024,4980,Yes,Export,141
Maharashtra,North,Transport,Hydro,9,2023,2415,Yes,Export,597
Madhya Pradesh,South,Residential,Hydro,6,2023,2895,No,Export,771
Madhya Pradesh,Central,Commercial,Natural Gas,3,2024,3088,Yes,Import,356
Karnataka,North,Commercial,Solar,10,2024,904,Yes,Export,964
Rajasthan,East,Transport,Wind,4,2024,2778,Yes,Export,730
Delhi,West,Agriculture,Coal,10,2023,965,Yes,Import,605
Uttar Pradesh,West,Agriculture,Biomass,5,2023,4988,No,Export,744
West Bengal,East,Agriculture,Nuclear,12,2024,181,Yes,Export,262
Delhi,South,Residential,Natural Gas,12,2023,1166,No,Export,419
Delhi,Central,Transport,Natural Gas,1,2023,3643,No,Import,552
Andhra Pradesh,West,Transport,Solar,5,2023,910,No,Import,364
Maharashtra,East,Agriculture,Coal,1,2023,343,No,Export,722
Gujarat,East,Agriculture,Oil,9,2024,2738,Yes,Import,974
Karnataka,South,Industrial,Wind,7,2024,1049,No,Import,573
Madhya Pradesh,South,Industrial,Solar,3,2024,2346,No,Import,377
Maharashtra,North,Commercial,Biomass,9,2023,3735,No,Export,593
Andhra Pradesh,West,Commercial,Coal,2,2023,336,No,Export,520
West Bengal,North,Transport,Solar,12,2023,499,No,Import,542
Karnataka,East,Transport,Coal,7,2023,2388,No,Export,537
Andhra Pradesh,Central,Residential,Coal,9,2024,3290,No,Import,956
Gujarat,Central,Residential,Oil,6,2023,2753,Yes,Import,537
Gujarat,South,Industrial,Natural Gas,10,2023,3166,Yes,Export,411
Gujarat,Central,Commercial,Wind,5,2024,4621,No,Import,184
Maharashtra,Central,Industrial,Natural Gas,12,2024,302,No,Import,833
Maharashtra,Central,Industrial,Nuclear,7,2024,1469,Yes,Import,933
Madhya Pradesh,East,Commercial,Wind,6,2023,2386,No,Import,859
Madhya Pradesh,Central,Residential,Coal,5,2023,1285,No,Export,87
West Bengal,Central,Commercial,Solar,2,2023,1049,No,Import,449
Karnataka,Central,Agriculture,Biomass,8,2023,3810,No,Export,761
Tamil Nadu,North,Agriculture,Oil,7,2023,4166,No,Import,558
Tamil Nadu,East,Agriculture,Wind,6,2023,4461,No,Export,241
Andhra Pradesh,South,Transport,Nuclear,5,2024,2661,No,Import,409
Gujarat,North,Residential,Coal,5,2023,1496,No,Import,222
Karnataka,West,Residential,Biomass,9,2024,2220,Yes,Export,202
Delhi,East,Transport,Wind,1,2024,2971,No,Export,581
Maharashtra,East,Industrial,Natural Gas,9,2024,3733,Yes,Import,710
Rajasthan,West,Agriculture,Natural Gas,6,2023,2311,Yes,Import,276
Uttar Pradesh,West,Agriculture,Wind,4,2023,1995,No,Import,135
West Bengal,West,Industrial,Wind,10,2024,4984,No,Import,724
Gujarat,South,Commercial,Wind,7,2023,1903,No,Import,843
Gujarat,Central,Commercial,Biomass,9,2023,649,Yes,Export,391
Gujarat,East,Residential,Natural Gas,5,2024,4937,No,Export,553
Maharashtra,Central,Transport,Solar,5,2023,4185,No,Import,511
Maharashtra,Central,Residential,Nuclear,8,2023,3453,No,Export,412
Uttar Pradesh,West,Commercial,Nuclear,7,2023,3040,Yes,Export,833
Delhi,South,Industrial,Oil,8,2023,4793,No,Import,270
Karnataka,North,Residential,Coal,11,2024,4327,No,Export,396
Gujarat,South,Agriculture,Hydro,12,2024,4410,Yes,Import,421
Tamil Nadu,Central,Agriculture,Solar,10,2023,2868,Yes,Export,355
Madhya Pradesh,South,Industrial,Natural Gas,2,2023,912,No,Export,992
Tamil Nadu,West,Commercial,Coal,9,2023,4577,No,Export,103
Andhra Pradesh,North,Agriculture,Oil,3,2024,4105,No,Export,337
Tamil Nadu,West,Agriculture,Coal,6,2023,1269,No,Export,109
Andhra Pradesh,North,Transport,Wind,6,2023,3845,Yes,Import,806
Rajasthan,Central,Residential,Hydro,2,2024,4654,Yes,Export,470
Madhya Pradesh,North,Commercial,Natural Gas,12,2023,4592,Yes,Import,324
Tamil Nadu,North,Residential,Hydro,7,2024,577,Yes,Export,34
Rajasthan,North,Commercial,Solar,9,2023,2972,No,Export,927
West Bengal,South,Agriculture,Hydro,12,2024,3254,Yes,Export,503
Karnataka,South,Transport,Coal,10,2023,1212,No,Import,362
Rajasthan,Central,Residential,Hydro,11,2023,4814,No,Export,878
Karnataka,North,Agriculture,Hydro,1,2024,3614,No,Export,126
Tamil Nadu,East,Commercial,Nuclear,8,2024,896,No,Import,208
Delhi,Central,Residential,Natural Gas,2,2024,2167,No,Import,288
Rajasthan,North,Residential,Natural Gas,1,2024,3136,No,Import,591
Madhya Pradesh,North,Agriculture,Coal,8,2024,1820,Yes,Export,856
Tamil Nadu,South,Residential,Biomass,2,2023,3333,Yes,Export,88
Gujarat,Central,Transport,Hydro,6,2024,1875,No,Export,433
Maharashtra,North,Transport,Hydro,6,2024,3373,Yes,Export,363
Rajasthan,North,Agriculture,Wind,5,2024,495,No,Import,535
Madhya Pradesh,Central,Commercial,Natural Gas,8,2024,1075,No,Import,550
West Bengal,East,Agriculture,Hydro,3,2023,1821,No,Export,665
Gujarat,Central,Transport,Natural Gas,10,2023,1409,Yes,Import,486
West Bengal,Central,Industrial,Hydro,4,2023,68,No,Import,864
Tamil Nadu,East,Industrial,Nuclear,7,2023,610,Yes,Import,19
Maharashtra,Central,Residential,Coal,7,2023,521,No,Export,568
Rajasthan,North,Residential,Natural Gas,12,2024,77,Yes,Import,512
Rajasthan,Central,Industrial,Solar,8,2023,609,No,Export,269
Delhi,East,Transport,Coal,2,2023,2705,Yes,Export,533
Delhi,West,Residential,Wind,11,2024,3286,Yes,Export,819
Tamil Nadu,Central,Agriculture,Coal,12,2024,4603,No,Import,747
Tamil Nadu,South,Agriculture,Hydro,2,2023,994,Yes,Import,781
Maharashtra,North,Transport,Wind,4,2023,3998,No,Import,605
Delhi,North,Residential,Coal,10,2024,3706,Yes,Import,869
Madhya Pradesh,South,Agriculture,Oil,9,2023,3113,Yes,Export,869
Madhya Pradesh,South,Residential,Wind,10,2024,2029,No,Export,15
Maharashtra,Central,Residential,Oil,12,2024,2766,Yes,Export,919
Madhya Pradesh,South,Agriculture,Solar,9,2023,4971,Yes,Import,768
Andhra Pradesh,West,Industrial,Coal,4,2023,865,No,Import,44
Karnataka,East,Agriculture,Natural Gas,9,2023,2376,Yes,Import,184
Maharashtra,South,Transport,Natural Gas,3,2024,2380,Yes,Export,451
Maharashtra,South,Commercial,Biomass,12,2024,1052,Yes,Export,586
Uttar Pradesh,West,Agriculture,Hydro,5,2023,1592,No,Import,156
Gujarat,North,Residential,Oil,10,2023,4254,No,Export,578
Gujarat,North,Residential,Wind,9,2023,1279,Yes,Export,202
Andhra Pradesh,Central,Agriculture,Biomass,6,2024,3355,No,Import,22
Delhi,West,Commercial,Biomass,3,2024,2579,Yes,Import,913
Tamil Nadu,East,Agriculture,Nuclear,10,2024,1480,No,Export,539
Tamil Nadu,East,Commercial,Oil,9,2023,3962,Yes,Import,255
West Bengal,West,Commercial,Wind,6,2024,1582,No,Export,684
Andhra Pradesh,East,Transport,Biomass,4,2024,1942,No,Import,864
Maharashtra,North,Residential,Nuclear,4,2023,3174,No,Export,123
Andhra Pradesh,East,Residential,Biomass,8,2024,1471,No,Import,803
Andhra Pradesh,East,Commercial,Hydro,7,2023,440,Yes,Import,242
Andhra Pradesh,West,Residential,Solar,1,2024,2868,Yes,Import,687
Gujarat,West,Industrial,Oil,6,2023,1919,Yes,Export,989
Andhra Pradesh,East,Commercial,Nuclear,8,2023,3010,Yes,Export,331
Karnataka,South,Residential,Solar,3,2024,1245,Yes,Import,547
Tamil Nadu,West,Industrial,Wind,9,2023,2655,Yes,Export,135
West Bengal,Central,Transport,Hydro,10,2024,907,No,Export,322
Karnataka,Central,Residential,Nuclear,2,2023,3277,Yes,Import,520
West Bengal,North,Industrial,Wind,6,2023,1566,Yes,Import,493
Uttar Pradesh,East,Agriculture,Biomass,12,2023,1203,Yes,Import,290
West Bengal,South,Agriculture,Natural Gas,1,2024,892,No,Export,807
Tamil Nadu,North,Industrial,Coal,12,2023,1732,Yes,Import,987
Tamil Nadu,East,Commercial,Wind,11,2023,344,No,Export,912
Andhra Pradesh,West,Commercial,Solar,2,2024,694,No,Export,292
Rajasthan,Central,Residential,Hydro,5,2023,3683,No,Export,660
Uttar Pradesh,South,Agriculture,Hydro,1,2023,2185,Yes,Import,622
Maharashtra,Central,Commercial,Wind,8,2023,160,Yes,Import,401
Madhya Pradesh,West,Commercial,Biomass,1,2023,633,No,Export,532
West Bengal,East,Agriculture,Coal,9,2024,3275,Yes,Export,391
Rajasthan,West,Transport,Oil,10,2023,1536,Yes,Import,225
Andhra Pradesh,West,Commercial,Solar,11,2023,4914,Yes,Import,551
Gujarat,Central,Industrial,Wind,3,2024,1698,No,Import,615
Maharashtra,South,Residential,Wind,12,2023,2431,No,Import,125
Delhi,West,Commercial,Natural Gas,2,2023,155,No,Import,518
Rajasthan,Central,Commercial,Hydro,1,2024,3603,No,Import,509
Gujarat,South,Transport,Solar,9,2024,1744,No,Import,280
Uttar Pradesh,East,Industrial,Coal,4,2024,1783,No,Import,449
Andhra Pradesh,East,Residential,Hydro,12,2024,431,No,Import,300
Maharashtra,North,Commercial,Wind,1,2023,2786,No,Export,48
Maharashtra,Central,Residential,Hydro,1,2024,4406,No,Import,33
Maharashtra,South,Agriculture,Hydro,7,2023,1366,Yes,Import,785
Uttar Pradesh,West,Commercial,Nuclear,2,2024,2752,Yes,Export,52
West Bengal,East,Commercial,Hydro,7,2023,4965,No,Import,179
Delhi,South,Agriculture,Biomass,12,2024,4124,No,Import,349
Uttar Pradesh,Central,Transport,Hydro,7,2024,4854,No,Export,178
Madhya Pradesh,North,Commercial,Oil,10,2023,956,No,Import,824
Delhi,East,Residential,Biomass,9,2024,712,No,Export,547
Tamil Nadu,South,Industrial,Solar,7,2024,512,No,Export,701
Andhra Pradesh,South,Residential,Hydro,1,2024,2952,No,Import,481
Uttar Pradesh,South,Transport,Coal,12,2023,4730,Yes,Export,671
